transaction_id,created_at,completed_at,type,source_type,card_name,card_last4,reference,amount,user_amount,settled_amount,exchange_rate,currency,status,linked_transaction_id,fee,merchant,mcc,gateway_ref
"WLF15-WL-0088","08/03/2026 | 06:56 PM","08/03/2026 | 06:56 PM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-1468.07","1,468.07 USD","","-","USD","Success","","","","",""
"WLF15-CD-0242","08/03/2026 | 08:56 AM","08/03/2026 | 08:56 AM","Nạp tiền vào thẻ","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Top-up from wallet","353.08","353.08 USD","353.08 USD","","USD","Success","","","","",""
"WLF15-WL-0089","08/03/2026 | 08:56 AM","08/03/2026 | 08:56 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Zenith Main (VC03)","-353.08","353.08 USD","353.08 USD","","USD","Success","","","","",""
"WLF15-WL-0020","2026-03-08T07:56:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Paypal (USD)","2416.83","","","","USD","Success","","","","",""
"WLF15-WL-0084","08/03/2026 | 04:30 AM","08/03/2026 | 04:30 AM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-1331.82","1,331.82 USD","","-","USD","Success","","","","",""
"WLF15-WL-0086","08/03/2026 | 04:30 AM","08/03/2026 | 04:30 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Zenith Main (VC03)","-411.84","411.84 USD","411.84 USD","","USD","Success","","","","",""
"WLF15-CD-0240","08/03/2026 | 04:30 AM","08/03/2026 | 04:30 AM","Nạp tiền vào thẻ","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Top-up from wallet","411.84","411.84 USD","411.84 USD","","USD","Success","","","","",""
"WLF15-WL-0087","08/03/2026 | 01:30 AM","08/03/2026 | 01:30 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Ads (VC01)","-166.46","166.46 USD","166.46 USD","","USD","Success","","","","",""
"WLF15-CD-0241","08/03/2026 | 01:30 AM","08/03/2026 | 01:30 AM","Nạp tiền vào thẻ","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Top-up from wallet","166.46","166.46 USD","166.46 USD","","USD","Success","","","","",""
"WLF15-CD-0239","07/03/2026 | 10:30 PM","07/03/2026 | 10:30 PM","Nạp tiền vào thẻ","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Top-up from wallet","481.25","481.25 USD","481.25 USD","","USD","Success","","","","",""
"WLF15-WL-0085","07/03/2026 | 10:30 PM","07/03/2026 | 10:30 PM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Ads (VC01)","-481.25","481.25 USD","481.25 USD","","USD","Success","","","","",""
"WLF15-WL-0008","2026-03-07T15:30:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Payoneer (USD)","2421.86","","","","USD","Success","","","","",""
"WLF15-WL-0082","07/03/2026 | 01:04 PM","07/03/2026 | 01:04 PM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-2241.53","2,241.53 USD","","-","USD","Success","","","","",""
"WLF15-WL-0083","07/03/2026 | 06:04 AM","07/03/2026 | 06:04 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Subs (VC02)","-161.11","161.11 USD","161.11 USD","","USD","Success","","","","",""
"WLF15-CD-0238","07/03/2026 | 06:04 AM","07/03/2026 | 06:04 AM","Nạp tiền vào thẻ","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Top-up from wallet","161.11","161.11 USD","161.11 USD","","USD","Success","","","","",""
"WLF15-WL-0007","2026-03-07T00:04:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Payoneer (USD)","2370.55","","","","USD","Success","","","","",""
"WLF15-CD-0001","06/03/2026 | 08:19 PM","06/03/2026 | 08:19 PM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Subscription NETFLIX.COM","-15.49","15.49 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0080","05/03/2026 | 10:26 AM","05/03/2026 | 10:26 AM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-2216.74","2,216.74 USD","","-","USD","Success","","","","",""
"WLF15-CD-0082","05/03/2026 | 04:55 AM","","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Namecheap","-33.89","33.89 USD","","NaN = 1 USD","USD","Processing","","NaN undefined","","",""
"WLF15-WL-0081","05/03/2026 | 12:26 AM","05/03/2026 | 12:26 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Ads (VC01)","-286.3","286.30 USD","286.30 USD","","USD","Success","","","","",""
"WLF15-CD-0237","05/03/2026 | 12:26 AM","05/03/2026 | 12:26 AM","Nạp tiền vào thẻ","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Top-up from wallet","286.3","286.30 USD","286.30 USD","","USD","Success","","","","",""
"WLF15-WL-0006","2026-03-04T18:26:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Payoneer (USD)","2531.07","","","","USD","Success","","","","",""
"WLF15-WL-0077","04/03/2026 | 12:44 PM","04/03/2026 | 12:44 PM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-978.09","978.09 USD","","-","USD","Success","","","","",""
"WLF15-CD-0236","04/03/2026 | 09:44 AM","04/03/2026 | 09:44 AM","Nạp tiền vào thẻ","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Top-up from wallet","509.28","509.28 USD","509.28 USD","","USD","Success","","","","",""
"WLF15-WL-0079","04/03/2026 | 09:44 AM","04/03/2026 | 09:44 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Zenith Main (VC03)","-509.28","509.28 USD","509.28 USD","","USD","Success","","","","",""
"WLF15-CD-0019","04/03/2026 | 02:02 AM","04/03/2026 | 02:02 AM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Subscription OPENAI *CHATGPT SUBSCR","-20","20.00 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0235","03/03/2026 | 11:44 PM","03/03/2026 | 11:44 PM","Nạp tiền vào thẻ","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Top-up from wallet","476.82","476.82 USD","476.82 USD","","USD","Success","","","","",""
"WLF15-WL-0078","03/03/2026 | 11:44 PM","03/03/2026 | 11:44 PM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Subs (VC02)","-476.82","476.82 USD","476.82 USD","","USD","Success","","","","",""
"WLF15-WL-0005","2026-03-03T21:44:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Payoneer (USD)","1828.43","","","","USD","Success","","","","",""
"WLF15-CD-0057","28/02/2026 | 09:09 PM","28/02/2026 | 09:09 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Subscription NORDVPN *MONTHLY","-3.99","3.99 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0076","28/02/2026 | 05:25 PM","28/02/2026 | 05:25 PM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Subs (VC02)","-261.32","261.32 USD","261.32 USD","","USD","Success","","","","",""
"WLF15-CD-0234","28/02/2026 | 05:25 PM","28/02/2026 | 05:25 PM","Nạp tiền vào thẻ","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Top-up from wallet","261.32","261.32 USD","261.32 USD","","USD","Success","","","","",""
"WLF15-CD-0051","28/02/2026 | 12:31 AM","28/02/2026 | 12:31 AM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Subscription CLOUDWAYS HOSTING","-16","16.00 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0208","27/02/2026 | 11:00 PM","27/02/2026 | 11:00 PM","Thẻ chi tiêu","Thẻ","Zenith Old","xxxx xxxx xxxx 0005","Old card","-6.5","6.50 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0004","2026-02-27T21:25:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Payoneer (USD)","392.97","","","","USD","Success","","","","",""
"WLF15-CD-0232","27/02/2026 | 12:49 AM","27/02/2026 | 12:49 AM","Nạp tiền vào thẻ","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Top-up from wallet","507.6","507.60 USD","507.60 USD","","USD","Success","","","","",""
"WLF15-WL-0074","27/02/2026 | 12:49 AM","27/02/2026 | 12:49 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Zenith Main (VC03)","-507.6","507.60 USD","507.60 USD","","USD","Success","","","","",""
"WLF15-WL-0073","26/02/2026 | 08:49 PM","26/02/2026 | 08:49 PM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-1154.46","1,154.46 USD","","-","USD","Success","","","","",""
"WLF15-CD-0233","26/02/2026 | 10:49 AM","26/02/2026 | 10:49 AM","Nạp tiền vào thẻ","Thẻ","Volcano EU","xxxx xxxx xxxx 0004","Top-up from wallet","173.81","173.81 USD","173.81 EUR","","EUR","Success","","","","",""
"WLF15-WL-0075","26/02/2026 | 10:49 AM","26/02/2026 | 10:49 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano EU (VC04)","-173.81","173.81 USD","173.81 USD","","USD","Success","","","","",""
"WLF15-WL-0019","2026-02-26T05:49:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Paypal (USD)","1780.6","","","","USD","Success","","","","",""
"WLF15-WL-0069","26/02/2026 | 04:54 AM","26/02/2026 | 04:54 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Ads (VC01)","-473.01","473.01 USD","473.01 USD","","USD","Success","","","","",""
"WLF15-CD-0228","26/02/2026 | 04:54 AM","26/02/2026 | 04:54 AM","Nạp tiền vào thẻ","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Top-up from wallet","473.01","473.01 USD","473.01 USD","","USD","Success","","","","",""
"WLF15-WL-0068","25/02/2026 | 05:54 PM","25/02/2026 | 05:54 PM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Subs (VC02)","-382.98","382.98 USD","382.98 USD","","USD","Success","","","","",""
"WLF15-CD-0227","25/02/2026 | 05:54 PM","25/02/2026 | 05:54 PM","Nạp tiền vào thẻ","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Top-up from wallet","382.98","382.98 USD","382.98 USD","","USD","Success","","","","",""
"WLF15-WL-0071","25/02/2026 | 01:54 PM","25/02/2026 | 01:54 PM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Ads (VC01)","-433.8","433.80 USD","433.80 USD","","USD","Success","","","","",""
"WLF15-CD-0230","25/02/2026 | 01:54 PM","25/02/2026 | 01:54 PM","Nạp tiền vào thẻ","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Top-up from wallet","433.8","433.80 USD","433.80 USD","","USD","Success","","","","",""
"WLF15-CD-0229","25/02/2026 | 10:54 AM","25/02/2026 | 10:54 AM","Nạp tiền vào thẻ","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Top-up from wallet","187.15","187.15 USD","187.15 USD","","USD","Success","","","","",""
"WLF15-WL-0070","25/02/2026 | 10:54 AM","25/02/2026 | 10:54 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Zenith Main (VC03)","-187.15","187.15 USD","187.15 USD","","USD","Success","","","","",""
"WLF15-CD-0231","25/02/2026 | 08:54 AM","25/02/2026 | 08:54 AM","Nạp tiền vào thẻ","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Top-up from wallet","93.78","93.78 USD","93.78 USD","","USD","Success","","","","",""
"WLF15-WL-0072","25/02/2026 | 08:54 AM","25/02/2026 | 08:54 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Zenith Main (VC03)","-93.78","93.78 USD","93.78 USD","","USD","Success","","","","",""
"WLF15-WL-0003","2026-02-25T07:54:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Payoneer (USD)","1556.82","","","","USD","Success","","","","",""
"WLF15-CD-0045","24/02/2026 | 07:13 PM","24/02/2026 | 07:13 PM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Subscription FIGMA.COM","-15","15.00 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0101","23/02/2026 | 05:28 PM","","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Booking.com","-596","596.00 USD","","NaN = 1 USD","USD","Processing","","NaN undefined","","",""
"WLF15-CD-0121","22/02/2026 | 08:58 AM","22/02/2026 | 08:58 AM","Thẻ chi tiêu","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Google Ads","-302.13","302.13 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0039","21/02/2026 | 05:03 PM","21/02/2026 | 05:03 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Subscription CANVA* PRO MONTHLY","-12.99","12.99 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0207","20/02/2026 | 06:00 PM","20/02/2026 | 06:00 PM","Thẻ chi tiêu","Thẻ","Zenith Old","xxxx xxxx xxxx 0005","Old card","-41.2","41.20 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0066","20/02/2026 | 02:05 PM","20/02/2026 | 02:05 PM","Tham chiếu","Ví","-","","Rút về ngân hàng ACB ****2231","-1441.55","1,441.55 USD","","-","USD","Success","","","","",""
"WLF15-WL-0067","20/02/2026 | 12:05 AM","20/02/2026 | 12:05 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Subs (VC02)","-285.23","285.23 USD","285.23 USD","","USD","Success","","","","",""
"WLF15-CD-0226","20/02/2026 | 12:05 AM","20/02/2026 | 12:05 AM","Nạp tiền vào thẻ","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Top-up from wallet","285.23","285.23 USD","285.23 USD","","USD","Success","","","","",""
"WLF15-WL-0002","2026-02-19T19:05:00.000Z","","Nạp tiền","Ví","-","","Nhận & chuyển về ví: Payoneer (USD)","1775.44","","","","USD","Success","","","","",""
"WLF15-CD-0032","18/02/2026 | 11:03 PM","18/02/2026 | 11:03 PM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Subscription PADDLE.NET* NOTION","-10","10.00 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0220","17/02/2026 | 04:00 PM","17/02/2026 | 04:00 PM","Nạp tiền vào thẻ","Thẻ","Zenith Old","xxxx xxxx xxxx 0005","Top-up from wallet","49.7","49.70 USD","49.70 USD","","USD","Success","","","","",""
"WLF15-WL-0060","17/02/2026 | 04:00 PM","17/02/2026 | 04:00 PM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Zenith Old (VC05)","-49.7","49.70 USD","49.70 USD","","USD","Success","","","","",""
"WLF15-WL-0065","16/02/2026 | 10:00 AM","16/02/2026 | 10:00 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Subs (VC02)","-49.09","49.09 USD","49.09 USD","","USD","Success","","","","",""
"WLF15-CD-0225","16/02/2026 | 10:00 AM","16/02/2026 | 10:00 AM","Nạp tiền vào thẻ","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Top-up from wallet","49.09","49.09 USD","49.09 USD","","USD","Success","","","","",""
"WLF15-WL-0064","16/02/2026 | 09:00 AM","16/02/2026 | 09:00 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Subs (VC02)","-243.51","243.51 USD","243.51 USD","","USD","Success","","","","",""
"WLF15-WL-0063","16/02/2026 | 09:00 AM","16/02/2026 | 09:00 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Subs (VC02)","-220.59","220.59 USD","220.59 USD","","USD","Success","","","","",""
"WLF15-CD-0223","16/02/2026 | 09:00 AM","","Nạp tiền vào thẻ","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Top-up from wallet","220.59","220.59 USD","220.59 USD","","USD","Processing","","","","",""
"WLF15-CD-0224","16/02/2026 | 09:00 AM","16/02/2026 | 09:00 AM","Nạp tiền vào thẻ","Thẻ","Volcano Subs","xxxx xxxx xxxx 0002","Top-up from wallet","243.51","243.51 USD","243.51 USD","","USD","Success","","","","",""
"WLF15-CD-0222","16/02/2026 | 06:00 AM","16/02/2026 | 06:00 AM","Nạp tiền vào thẻ","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Top-up from wallet","205.36","205.36 USD","205.36 USD","","USD","Success","","","","",""
"WLF15-WL-0062","16/02/2026 | 06:00 AM","16/02/2026 | 06:00 AM","Rút tiền về ví","Ví","-","","Nạp vào thẻ Volcano Ads (VC01)","-205.36","205.36 USD","205.36 USD","","USD","Success","","","","",""
"WLF15-CD-0092","16/02/2026 | 05:12 AM","16/02/2026 | 05:12 AM","Thẻ chi tiêu","Thẻ","Volcano Ads","xxxx xxxx xxxx 0001","Grab","-2.77","2.77 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-CD-0025","15/02/2026 | 10:32 PM","15/02/2026 | 10:32 PM","Thẻ chi tiêu","Thẻ","Zenith Main","xxxx xxxx xxxx 0003","Subscription ADOBE *CREATIVE CLD","-54.99","54.99 USD","","NaN = 1 USD","USD","Success","","NaN undefined","","",""
"WLF15-WL-0001","2026-02-15T15:00:00.000Z","","Nạp tiền","Ví","-","","Số dư đầu kỳ (nạp ví khởi tạo)","1500","","","","USD","Success","","","","",""
